,source,target,weight
237,1136370591517290496,1340018369496530946,1
238,1136370591517290496,1039878498356264960,1
239,1136370591517290496,244181007,1
240,1136370591517290496,1272626910976229392,2
241,1136370591517290496,1418496858641641475,4
242,1136370591517290496,161497322,1
243,1136370591517290496,1339913223449919490,2
244,1136370591517290496,1366883589883715586,1
245,1136370591517290496,1453143227943378949,1
246,1136370591517290496,1366120983963308032,2
247,1136370591517290496,1368953235961241613,1
248,1136370591517290496,836789010,1
249,1136370591517290496,1474234444710125571,1
250,1136370591517290496,1406298453693677570,2
251,1136370591517290496,1332473452930998274,1
252,1136370591517290496,1349429572266323979,1
253,1313858964908580864,1640715014,1
254,1313858964908580864,22258315,1
255,291384242,22258315,2
256,291384242,20449296,2
257,291384242,1265037073,1
258,291384242,26574283,1
259,291384242,138203134,1
260,291384242,1349149096909668363,1
261,291384242,43775786,1
262,291384242,106498703,1
263,291384242,264153788,1
264,291384242,32002507,1
265,291384242,404422077,1
266,291384242,553036368,1
267,291384242,33792634,1
268,1181054845102346240,1306592707490525184,1
269,1181054845102346240,1146058067244486656,22
270,1181054845102346240,22258315,20
271,1181054845102346240,306180764,4
272,1181054845102346240,16149262,1
273,1181054845102346240,20793816,1
274,1181054845102346240,1496193901241278472,1
275,1181054845102346240,1234260054368342016,1
276,1181054845102346240,2905768147,3
277,1181054845102346240,14216123,2
278,1181054845102346240,4854360093,1
279,1181054845102346240,1351899309860651011,1
280,1181054845102346240,1181054845102346240,1
281,1181054845102346240,1370544824101834752,1
282,1181054845102346240,194142657,1
283,1181054845102346240,2902349190,1
284,357970701,1255425687986503680,1
285,384645772,44060322,1
286,44060322,3438009095,1
287,971414806933770241,980500779059630080,1
288,971414806933770241,758386485846544384,1
289,2287375903,980500779059630080,1
290,627634232,18378349,1
291,627634232,143651355,1
292,18378349,18719020,1
293,16273859,1146058067244486656,1
294,3772910893,1136370591517290496,5
295,3772910893,1281914841813458945,1
296,3772910893,127272472,1
297,3772910893,428724153,1
298,3772910893,4870193319,1
299,3772910893,1148395376812146690,1
300,3772910893,389613861,1
301,3772910893,728663244664020992,1
302,3772910893,1252914187694718978,1
303,3772910893,985998899860062212,1
304,3772910893,1315678271921684480,1
305,3772910893,1334634962897793027,1
306,3772910893,951843829753221120,1
307,3772910893,1150083582016315394,1
308,3772910893,1314945755598258176,1
309,3772910893,836591546,1
310,3772910893,1313017267018489857,1
311,3772910893,2678359665,1
312,3772910893,1155813194696396800,1
313,3772910893,42385053,1
314,3772910893,418352938,1
315,3772910893,1016335700751511552,1
316,3772910893,1268351310560030720,1
317,3772910893,1341970530522587136,1
318,3772910893,1277303828703035392,1
319,3772910893,38859612,1
320,3772910893,496473554,1
321,3772910893,1284357754530885632,1
322,3772910893,1346282170789351424,1
323,3772910893,194499127,1
324,3772910893,39546678,1
325,3772910893,1362202580571586561,1
326,3772910893,1011426302337912832,1
327,3772910893,312594386,1
328,3772910893,1198440392,1
329,3772910893,1337798984417546242,1
330,3772910893,1329405770224570368,1
331,3772910893,20292314,1
332,3772910893,923440684887142400,1
333,3772910893,1364846302815612932,1
334,3772910893,1267104218969710594,1
335,3772910893,1374711883924529157,1
336,3772910893,1234343375135895552,1
337,3772910893,817773460114046977,1
338,3772910893,186207220,1
339,3772910893,516151794,1
340,3772910893,23566267,1
341,3772910893,1355202765086220296,1
342,3772910893,1055209186051743747,1
343,3772910893,1291449505355665408,1
344,3772910893,1029051932,1
345,3772910893,1357002317266997249,1
346,3772910893,1491229129,1
347,3772910893,1254906887490936845,1
348,3772910893,2181360968,1
349,3772910893,700533799625461760,1
350,3772910893,1166050409158500352,1
351,3772910893,1381802451372806148,1
352,3772910893,1264119388879253505,1
353,3772910893,1365314868014768132,1
354,3772910893,1425523799823376393,1
355,336116161,15296897,4
356,336116161,1499852552,1
357,336116161,20707966,1
358,336116161,1409317488832258048,1
359,2383717754,121158213,11
360,2383717754,345524677,7
361,2383717754,23059499,1
362,121158213,121158213,15
363,121158213,72928001,3
364,1430950182,121158213,1
365,121986263,22258315,4
366,121986263,1235890341326336001,2
367,121986263,265754525,1
368,1261192660116574208,22258315,1
369,1310248300763852803,1196139217706999808,1
370,1196139217706999808,22258315,1
371,2217288025,2217288025,1
372,2217288025,101641983,1
373,53621838,55561590,1
374,900775615225352192,22258315,7
375,900775615225352192,600472863,1
376,900775615225352192,158610400,1
377,900775615225352192,339061487,1
378,900775615225352192,223238349,2
379,900775615225352192,35762066,1
380,900775615225352192,1634875832,1
381,900775615225352192,3291691,1
382,900775615225352192,2317779512,1
383,900775615225352192,BlackCrowInvesting,1
384,21430047,22258315,1
385,1311721056688840705,1242932824467963911,1
386,30067180,1146058067244486656,1
387,41299100,896850496278876160,1
388,955290658075418625,1260551652479647745,1
389,1265468480800862215,1260551652479647745,1
390,93337681,1260551652479647745,1
391,29795240,1260551652479647745,1
392,1348819624067035141,1260551652479647745,1
393,803739907,1260551652479647745,1
394,723228954,1260551652479647745,1
395,237156670,1260551652479647745,1
396,1098202433426243589,1260551652479647745,1
397,149222340,1260551652479647745,1
398,449469861,1260551652479647745,1
399,449469861,758386485846544384,1
400,61438929,1260551652479647745,2
401,1300906501679316992,1260551652479647745,1
402,82991689,1260551652479647745,2
403,461722637,1260551652479647745,1
404,1189910644922839041,1260551652479647745,1
405,1333132431365386246,22258315,4
406,1333132431365386246,3291691,1
407,1333132431365386246,10228272,1
408,1333132431365386246,1307732487146217472,1
409,1333132431365386246,3108351,1
410,1333132431365386246,19546277,1
411,1333132431365386246,168740977,1
412,1333132431365386246,605700792,1
413,1333132431365386246,1265037073,1
414,1333132431365386246,32002507,1
415,1333132431365386246,3368258908,1
416,1333132431365386246,19380829,1
417,1333132431365386246,963767159536209921,1
418,1333132431365386246,1978895581,1
419,1333132431365386246,19790872,1
420,1333132431365386246,1333467482,1
421,1333132431365386246,1387139858162929668,1
422,4610155212,22258315,2
423,4610155212,2214652482,1
424,4610155212,44196397,1
425,4610155212,2467791,1
426,472093590,1146058067244486656,1
427,963175245741019137,758386485846544384,1
428,758386485846544384,1146058067244486656,1
429,758386485846544384,40245758,1
430,758386485846544384,22258315,2
431,758386485846544384,20562637,1
432,758386485846544384,20449296,2
433,111932675,758386485846544384,1
434,1261401780635619328,758386485846544384,1
435,2744170879,758386485846544384,1
436,484445640,758386485846544384,1
437,1257303473663684608,758386485846544384,1
438,118794845,758386485846544384,3
439,118794845,20707966,1
440,1232887691445968896,758386485846544384,1
441,241604566,758386485846544384,1
442,4554855972,758386485846544384,4
443,1327900518,758386485846544384,2
444,1271257254143102976,758386485846544384,1
445,1271257254143102976,1265655689935896577,1
446,2848942445,758386485846544384,1
447,849096912640909312,758386485846544384,1
448,1284835625972248577,758386485846544384,3
449,1081643357607096320,758386485846544384,3
450,3235404012,758386485846544384,1
451,1053178523324575744,15296897,1
452,1334939278288318465,15296897,1
453,1295897192738304000,15296897,1
454,388942956,15296897,1
455,388942956,1273722214932602881,1
456,388942956,26281090,1
457,1101689336397885440,15296897,1
458,1339501888400740352,15296897,1
459,1298578098947055616,1007989022478819328,1
460,1298578098947055616,1430520106266763273,1
461,1298578098947055616,264153788,1
462,1298578098947055616,1282418324228337665,1
463,1298578098947055616,22258315,1
464,28999461,1220103282942595072,1
465,28999461,22258315,2
466,28999461,236953420,1
467,701974514486353922,1146058067244486656,7
468,701974514486353922,14216123,7
469,701974514486353922,236953420,5
470,258858634,121158213,1
471,502483248,291384242,1
472,1351087184313524228,14696939,1
473,1330006124041474048,44060322,1
474,1330006124041474048,2387611368,1
475,1330006124041474048,817007725666242561,1
476,170794076,44196397,1
477,170794076,138203134,1
478,170794076,1272626910976229392,1
479,4722750556,22258315,1
480,4722750556,1033362606931804161,1
481,854537028314161152,107940982,1
482,1321134820894846976,2404,1
483,1321134820894846976,10228272,3
484,1321134820894846976,758386485846544384,1
485,1321134820894846976,4902616709,1
486,1321134820894846976,881604271,1
487,1321134820894846976,20707966,1
488,2404,14216123,1
489,2404,236953420,1
490,382140774,312373913,1
491,382140774,1471536791047925760,1
492,382140774,20402945,1
493,382140774,44196397,2
494,1243665419501744133,15296897,31
495,1243665419501744133,105353526,1
496,874086646530158592,236953420,3
497,874086646530158592,168679374,1
498,874086646530158592,15633653,3
499,874086646530158592,299661515,3
500,1349082052767997963,1146058067244486656,1
501,1039331642035331072,1184025479084331008,1
502,1039331642035331072,236953420,1
503,1039331642035331072,902709102526246912,1
504,1039331642035331072,1265037073,1
505,947079408,236953420,1
506,1246010112323567616,23059499,1
507,1246010112323567616,17656125,1
508,1216743886686650370,74878215,1
509,74878215,758386485846544384,1
510,74878215,3073965168,1
511,74878215,14650805,1
512,74878215,18167075,1
513,1347723320267923457,74878215,1
514,1316990644036927489,74878215,1
515,1222734752354127872,1117116913333743618,1
516,3152812527,567468263,1
517,567468263,1282418324228337665,1
518,567468263,22258315,1
519,1051066091823423488,23059499,2
520,1051066091823423488,3108351,1
521,1051066091823423488,1499852552,2
522,1051066091823423488,69620713,1
523,1051066091823423488,332617373,1
524,1325842276803891200,20707966,1
525,20707966,22258315,4
526,20707966,902635437709283328,2
527,20707966,22637974,1
528,20707966,399216451,2
529,2269182204,20707966,1
530,941026911442165760,1146058067244486656,1
531,1351227259009589258,1305153562931073024,1
532,1351227259009589258,758386485846544384,1
533,1351227259009589258,26281090,1
534,1351227259009589258,1401149036472770562,1
535,1351227259009589258,265942061,1
536,1351227259009589258,1352967197048655872,1
537,1305153562931073024,236953420,1
538,1305153562931073024,758386485846544384,1
539,1161064942528692226,1305153562931073024,1
540,1161064942528692226,1329417368678838275,1
541,1161064942528692226,14216123,1
542,1161064942528692226,26281090,1
543,1351950122595315721,10228272,1
544,1351950122595315721,1265037073,1
545,1351938470294511618,397784697,1
546,1351938470294511618,739638359128047617,1
547,1351938470294511618,1382422279,1
548,1351938470294511618,1158366547,1
549,1351938470294511618,634602109,1
550,1351938470294511618,72928001,1
551,1351938470294511618,3073965168,4
552,1351938470294511618,1251094252949508097,1
553,1351938470294511618,26795056,1
554,1351938470294511618,3304958859,1
555,1351938470294511618,384717221,1
556,1351938470294511618,873389997822443520,1
557,1351938470294511618,26281090,1
558,1351938470294511618,1214822096129286144,1
559,1351938470294511618,1357636371909914625,1
560,1351938470294511618,1353888876511821825,1
561,1351938470294511618,1368953235961241613,1
562,1351938470294511618,1409317488832258048,1
563,397784697,22258315,3
564,397784697,397784697,1
565,397784697,1146058067244486656,1
566,397784697,2902349190,1
567,397784697,1085613272349450241,1
568,397784697,1730499012,2
569,397784697,994076558238285824,1
570,397784697,14627936,1
571,1352058445248278528,1346933988015828992,1
572,1346933988015828992,23059499,1
573,3130251531,23059499,1
574,1312136754795810816,23059499,1
575,346981595,23059499,1
576,346981595,26281090,1
577,2926182304,23059499,1
578,28610422,23059499,2
579,28610422,758386485846544384,2
580,28610422,1292450339870904320,1
581,28610422,14216123,2
582,28610422,1146058067244486656,3
583,28610422,1322776724279451649,1
584,28610422,1216743886686650370,1
585,28610422,101641983,2
586,28610422,3073965168,2
587,28610422,22258315,4
588,28610422,1323447427228069888,1
589,28610422,1336778170947792897,1
590,28610422,1351899309860651011,1
591,28610422,15296897,1
592,28610422,1499852552,2
593,28610422,72928001,1
594,28610422,837386658706243584,1
595,28610422,982697584379691008,1
596,28610422,86626845,1
597,1029844900064448512,880412538625810432,1
598,1029844900064448512,89084561,1
599,1029844900064448512,17137891,1
600,1029844900064448512,36359791,1
601,1029844900064448512,1193171533977522176,1
602,215551899,1256397457535176709,1
603,215551899,2290432441,1
604,1256397457535176709,1348977262775988226,1
605,1256397457535176709,1350145027855548416,1
606,1329749123877236738,475524030,1
607,116743219,41727348,1
608,116743219,27514116,1
609,116743219,1287026554854350849,1
610,216221852,44196397,1
611,216221852,22869238,1
612,804473440765964289,312522730,1
613,312522730,22258315,1
614,4526812161,1263979475848568833,1
615,4526812161,40245758,1
616,4526812161,22258315,1
617,775411264323366913,1146058067244486656,1
618,775411264323366913,22258315,1
619,775411264323366913,1282418324228337665,1
620,158203086,1346974224804577284,1
621,1346974224804577284,236953420,1
622,1346974224804577284,22258315,1
623,797256391467692032,1304478395280039937,3
624,797256391467692032,1598301360,1
625,797256391467692032,44196397,1
626,1304478395280039937,44196397,2
627,12126602,158049457,1
628,12126602,22258315,1
629,3146750005,22258315,5
630,3146750005,1265037073,1
631,3146750005,264153788,1
632,60588672,1266935709568466945,1
633,1266935709568466945,236953420,1
634,1282048126786789376,1266935709568466945,1
635,1334969932707225600,1266935709568466945,1
636,1296602439034875905,1266935709568466945,1
637,1314765918216609792,1266935709568466945,1
638,1283027311646904321,324076353,1
639,2478552080,11928542,1
640,1266176728004730886,44060322,2
641,1266176728004730886,341715974,1
642,1266176728004730886,714051110,1
643,1266176728004730886,588569122,2
644,1266176728004730886,18959371,1
645,1266176728004730886,47700922,1
646,1266176728004730886,1413482756,1
647,1266176728004730886,412833880,1
648,1266176728004730886,872295301226352642,1
649,1266176728004730886,118051370,1
650,1266176728004730886,43775786,1
651,1266176728004730886,3291691,1
652,1266176728004730886,44196397,1
653,1266176728004730886,10228272,1
654,1266176728004730886,45576732,1
655,15229866,1237538886454333440,1
656,15229866,44196397,1
657,1330646628777091073,14216123,2
658,1330646628777091073,22258315,2
659,1330646628777091073,2902349190,1
660,1330646628777091073,17454086,2
661,1330646628777091073,23847960,1
662,1330646628777091073,605700792,1
663,1330646628777091073,1265037073,1
664,1330646628777091073,1146058067244486656,1
665,59553311,758386485846544384,1
666,911243511185465344,758386485846544384,1
667,1344849852740591616,758386485846544384,1
668,70478786,758386485846544384,1
669,2568495517,758386485846544384,1
670,1090621021,758386485846544384,4
671,1090621021,22258315,1
672,1269178584209358848,758386485846544384,1
673,1354660264977850381,758386485846544384,1
674,4551876195,758386485846544384,1
675,1293026763895967751,758386485846544384,1
676,833960520231247872,758386485846544384,1
677,1348731614419890178,758386485846544384,3
678,1211132211077926912,758386485846544384,1
679,206339974,758386485846544384,1
680,1220748095140564992,758386485846544384,1
681,66487242,758386485846544384,1
682,1354515045196029952,758386485846544384,1
683,34878259,758386485846544384,1
684,324721809,758386485846544384,1
685,4725994175,758386485846544384,1
686,1104400816033673218,758386485846544384,1
687,294329344,758386485846544384,1
688,319269146,758386485846544384,2
689,30060015,758386485846544384,1
690,3021630315,758386485846544384,1
691,34412672,758386485846544384,1
692,1151943300,758386485846544384,1
693,1151943300,823707032,1
694,202765827,758386485846544384,1
695,1313806638458044419,758386485846544384,1
696,1158544569723707392,758386485846544384,1
697,28695080,758386485846544384,1
698,1481305644,758386485846544384,1
699,1234299525604528128,758386485846544384,1
700,1107652776,758386485846544384,1
701,1156680919199043584,758386485846544384,1
702,1156680919199043584,112872946,1
703,1245344012816482305,758386485846544384,1
704,211646190,758386485846544384,1
705,525887084,758386485846544384,1
706,333698197,758386485846544384,1
707,618282736,758386485846544384,1
708,15007671,758386485846544384,1
709,1351953353253806083,758386485846544384,1
710,249362263,758386485846544384,1
711,14941204,758386485846544384,1
712,914274422265171969,758386485846544384,1
713,182641226,758386485846544384,1
714,71082657,758386485846544384,1
715,285955878,758386485846544384,1
716,816205266505043968,758386485846544384,1
717,270538277,758386485846544384,1
718,293449689,758386485846544384,2
719,1347961794409623552,758386485846544384,1
720,153682927,758386485846544384,1
721,153682927,44060322,1
722,153682927,1273722214932602881,1
723,34355318,758386485846544384,1
724,832991989104779265,758386485846544384,1
725,455997375,758386485846544384,2
726,3012348473,758386485846544384,1
727,1354056200720162816,758386485846544384,2
728,1169983418,758386485846544384,1
729,21621749,758386485846544384,1
730,21621749,1273722214932602881,1
731,21621749,826899697897979904,1
732,1348819218188349442,758386485846544384,1
733,1331300661154164737,758386485846544384,2
734,1307491171216822278,758386485846544384,1
735,1307491171216822278,20707966,1
736,38666878,758386485846544384,2
737,1339425468508991490,758386485846544384,1
738,354414132,758386485846544384,1
739,4455712092,758386485846544384,2
740,4142806977,758386485846544384,1
741,950137261949005824,758386485846544384,1
742,950137261949005824,40279709,1
743,950137261949005824,823707032,1
744,1353014748833599490,758386485846544384,1
745,542975983,758386485846544384,1
746,1024727085313613824,758386485846544384,1
747,1024727085313613824,1260551652479647745,1
748,1024727085313613824,63409790,1
749,1024727085313613824,831723043,1
750,186316039,758386485846544384,1
751,74181320,758386485846544384,2
752,1355737825,758386485846544384,1
753,392371630,758386485846544384,1
754,392371630,1260551652479647745,1
755,392371630,63409790,1
756,392371630,831723043,1
757,2865015232,758386485846544384,2
758,318183385,758386485846544384,1
759,3031942755,758386485846544384,1
760,1307535552728780804,758386485846544384,2
761,983301605813563392,758386485846544384,1
762,1044655032166232070,758386485846544384,1
763,947161755897159680,758386485846544384,2
764,3294648321,758386485846544384,1
765,1256246967832805378,758386485846544384,3
766,1244302910990594049,758386485846544384,2
767,1244302910990594049,83150642,1
768,1300120428032266240,758386485846544384,1
769,1189172573206188032,758386485846544384,1
770,437948552,758386485846544384,1
771,1346251016921112578,758386485846544384,1
772,825093215111962624,758386485846544384,1
773,200225304,758386485846544384,1
774,1238987941248188417,758386485846544384,4
775,26702853,758386485846544384,1
776,49865753,758386485846544384,1
777,2582162397,758386485846544384,3
778,2582162397,17009616,1
779,2582162397,823707032,1
780,2582162397,20707966,1
781,1353091150362664960,758386485846544384,1
782,423942774,758386485846544384,1
783,141929557,758386485846544384,1
784,141929557,823707032,1
785,1294118333407588352,758386485846544384,1
786,1230561000446930944,758386485846544384,1
787,733812632461840384,758386485846544384,3
788,45159937,758386485846544384,2
789,1273380267999129601,758386485846544384,1
790,1144272049378091008,758386485846544384,1
791,785331220066414593,758386485846544384,3
792,848593956023791617,758386485846544384,3
793,848593956023791617,1260401180171067392,1
794,848593956023791617,1259900983255040000,1
795,848593956023791617,1316039813745774593,1
796,1138508549166907393,758386485846544384,1
797,846185733480206336,758386485846544384,1
798,886975532029493250,758386485846544384,1
799,1270472515236872199,758386485846544384,1
800,1186648158719356928,758386485846544384,1
801,1315791964416217088,758386485846544384,1
802,1318207415884652544,758386485846544384,1
803,802573480659156996,758386485846544384,1
804,983836448456658944,758386485846544384,1
805,1339907392352477184,758386485846544384,1
806,743553354,758386485846544384,10
807,743553354,20707966,1
808,571045989,758386485846544384,1
809,132425496,758386485846544384,1
810,724942745396232194,758386485846544384,1
811,1270298859537756168,758386485846544384,1
812,1050032008355700737,758386485846544384,1
813,1324162141314797568,758386485846544384,1
814,1066464043119112192,758386485846544384,4
815,8037582,758386485846544384,1
816,2430257755,758386485846544384,1
817,1007316448073605120,758386485846544384,1
818,184634181,758386485846544384,1
819,1352764449065742336,758386485846544384,1
820,2806648581,758386485846544384,1
821,23031200,758386485846544384,1
822,130398640,758386485846544384,1
823,313038273,758386485846544384,1
824,1346511198070603777,758386485846544384,1
825,1196244598106083328,758386485846544384,1
826,219212754,758386485846544384,1
827,957708959086886912,758386485846544384,1
828,845055232623095808,758386485846544384,1
829,3221527074,758386485846544384,1
830,1169164369071984640,758386485846544384,1
831,1169164369071984640,20707966,1
832,1305933846534291457,758386485846544384,1
833,951259255998312449,758386485846544384,1
834,153443130,758386485846544384,1
835,1229884020768460800,758386485846544384,2
836,121291403,758386485846544384,1
837,1864237165,758386485846544384,1
838,1351301696836804610,758386485846544384,1
839,1351301696836804610,1338585538018725888,1
840,954745346277638144,758386485846544384,3
841,954745346277638144,20707966,1
